video_id,category,tier,gt,llm_ad_eval,critic_entity,coad_repetition_inv,multi_ref_r3,token_overlap,word_count
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",tier0_cross,0,3.4332680702209473,0.5333333333333333,0.984,0.06521739130434782,0.07317073170731707,29
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",tier1_vatex_short,1,4.590609550476074,0.3,1.0,0.17391304347826086,0.14634146341463414,8
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",tier2_vatex_long,2,4.413011074066162,0.5333333333333333,1.0,0.2608695652173913,0.21951219512195122,13
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",tier3_va11y,3,4.999999761581421,1.0,0.9800946275946276,0.8913043478260869,1.0,52
c_gQ9CSaZY4_000000_000010,How-to & Instructional,tier0_cross,0,3.545470893383026,0.5333333333333333,0.984,0.1,0.11764705882352941,29
c_gQ9CSaZY4_000000_000010,How-to & Instructional,tier1_vatex_short,1,4.521310091018677,0.5333333333333333,1.0,0.2,0.20588235294117646,8
c_gQ9CSaZY4_000000_000010,How-to & Instructional,tier2_vatex_long,2,4.557902812957764,0.5333333333333333,1.0,0.325,0.23529411764705882,14
c_gQ9CSaZY4_000000_000010,How-to & Instructional,tier3_va11y,3,4.9999998807907104,0.7666666666666666,0.9746031746031746,0.85,1.0,42
1HUWWCLza0w_000000_000010,Sports,tier0_cross,0,3.637476623058319,0.475,0.984,0.08,0.1,29
1HUWWCLza0w_000000_000010,Sports,tier1_vatex_short,1,4.308657646179199,0.3,1.0,0.24,0.15,12
1HUWWCLza0w_000000_000010,Sports,tier2_vatex_long,2,4.443902015686035,0.475,1.0,0.28,0.225,16
1HUWWCLza0w_000000_000010,Sports,tier3_va11y,3,4.999999642372131,1.0,0.9619761904761904,0.8,1.0,53
Bss3WwpDdS8_000041_000051,People & Vlogs,tier0_cross,0,3.413146585226059,0.5333333333333333,0.984,0.0847457627118644,0.10204081632653061,29
Bss3WwpDdS8_000041_000051,People & Vlogs,tier1_vatex_short,1,4.009548783302307,0.7666666666666666,1.0,0.23728813559322035,0.12244897959183673,15
Bss3WwpDdS8_000041_000051,People & Vlogs,tier2_vatex_long,2,4.312028169631958,0.7666666666666666,1.0,0.23728813559322035,0.22448979591836735,15
Bss3WwpDdS8_000041_000051,People & Vlogs,tier3_va11y,3,5.0,1.0,0.9639852771469375,0.8305084745762712,1.0,68
rGQ64NXktF8_000006_000016,People & Vlogs,tier0_cross,0,3.1965269595384598,0.3,0.984,0.13513513513513514,0.15625,29
rGQ64NXktF8_000006_000016,People & Vlogs,tier1_vatex_short,1,4.1857750415802,0.3,1.0,0.2972972972972973,0.25,11
rGQ64NXktF8_000006_000016,People & Vlogs,tier2_vatex_long,2,4.174714088439941,0.5333333333333333,1.0,0.4594594594594595,0.4375,18
rGQ64NXktF8_000006_000016,People & Vlogs,tier3_va11y,3,4.999999761581421,0.7666666666666666,0.9443152454780361,0.8648648648648649,1.0,38
jeweRSnAJeo_000050_000060,Film & Animation,tier0_cross,0,3.2210124731063843,0.5333333333333333,0.984,0.07894736842105263,0.1111111111111111,29
jeweRSnAJeo_000050_000060,Film & Animation,tier1_vatex_short,1,4.381718397140503,0.3,1.0,0.18421052631578946,0.14814814814814814,7
jeweRSnAJeo_000050_000060,Film & Animation,tier2_vatex_long,2,4.028089761734009,0.7666666666666666,1.0,0.39473684210526316,0.2222222222222222,15
jeweRSnAJeo_000050_000060,Film & Animation,tier3_va11y,3,5.0,0.7666666666666666,0.9916666666666667,0.7105263157894737,1.0,29
crjesEwF0Ks_000197_000207,How-to & Instructional,tier0_cross,0,3.308899164199829,0.5333333333333333,0.984,0.08108108108108109,0.1,29
crjesEwF0Ks_000197_000207,How-to & Instructional,tier1_vatex_short,1,4.307843327522278,0.5333333333333333,1.0,0.16216216216216217,0.16666666666666666,6
crjesEwF0Ks_000197_000207,How-to & Instructional,tier2_vatex_long,2,4.21086859703064,0.5333333333333333,1.0,0.35135135135135137,0.23333333333333334,13
crjesEwF0Ks_000197_000207,How-to & Instructional,tier3_va11y,3,4.999999761581421,0.7666666666666666,0.9726315789473684,0.8108108108108109,1.0,38
iZP6gjlr_nM_000113_000123,How-to & Instructional,tier0_cross,0,3.421781599521637,0.43999999999999995,0.984,0.038461538461538464,0.04878048780487805,29
iZP6gjlr_nM_000113_000123,How-to & Instructional,tier1_vatex_short,1,4.247933626174927,0.43999999999999995,1.0,0.21153846153846154,0.17073170731707318,11
iZP6gjlr_nM_000113_000123,How-to & Instructional,tier2_vatex_long,2,4.139217138290405,0.58,1.0,0.2692307692307692,0.12195121951219512,15
iZP6gjlr_nM_000113_000123,How-to & Instructional,tier3_va11y,3,4.999999523162842,0.72,0.9768253968253968,0.7884615384615384,1.0,49
9eBhetL8n5Q_000222_000232,People & Vlogs,tier0_cross,0,3.2260520458221436,0.5333333333333333,0.984,0.08,0.09090909090909091,29
9eBhetL8n5Q_000222_000232,People & Vlogs,tier1_vatex_short,1,3.76079523563385,0.3,1.0,0.2,0.1590909090909091,10
9eBhetL8n5Q_000222_000232,People & Vlogs,tier2_vatex_long,2,3.8872286677360535,0.5333333333333333,1.0,0.24,0.20454545454545456,14
9eBhetL8n5Q_000222_000232,People & Vlogs,tier3_va11y,3,5.0,0.7666666666666666,0.9712962962962963,0.88,1.0,57
zTJ0Zbv1jBo_000045_000055,Health & Wellness,tier0_cross,0,3.429885685443878,0.3,0.984,0.09302325581395349,0.12121212121212122,29
zTJ0Zbv1jBo_000045_000055,Health & Wellness,tier1_vatex_short,1,4.368991732597351,0.7666666666666666,1.0,0.23255813953488372,0.24242424242424243,10
zTJ0Zbv1jBo_000045_000055,Health & Wellness,tier2_vatex_long,2,4.124760627746582,0.5333333333333333,1.0,0.3488372093023256,0.18181818181818182,15
zTJ0Zbv1jBo_000045_000055,Health & Wellness,tier3_va11y,3,4.9999998807907104,1.0,0.9726708074534162,0.7674418604651163,1.0,38
h8wsO9A9v_c_000016_000026,People & Vlogs,tier0_cross,0,3.5176993012428284,0.6499999999999999,0.984,0.09090909090909091,0.11538461538461539,29
h8wsO9A9v_c_000016_000026,People & Vlogs,tier1_vatex_short,1,4.25209903717041,0.6499999999999999,1.0,0.21212121212121213,0.07692307692307693,7
h8wsO9A9v_c_000016_000026,People & Vlogs,tier2_vatex_long,2,4.491379737854004,0.6499999999999999,1.0,0.3333333333333333,0.3076923076923077,11
h8wsO9A9v_c_000016_000026,People & Vlogs,tier3_va11y,3,4.999999523162842,1.0,0.9921568627450981,0.7878787878787878,1.0,30
iGmGQxox43I_000000_000010,How-to & Instructional,tier0_cross,0,3.2530820965766907,0.475,0.984,0.08108108108108109,0.08823529411764706,29
iGmGQxox43I_000000_000010,How-to & Instructional,tier1_vatex_short,1,4.484467148780823,0.475,1.0,0.32432432432432434,0.2647058823529412,13
iGmGQxox43I_000000_000010,How-to & Instructional,tier2_vatex_long,2,4.484467148780823,0.475,1.0,0.32432432432432434,0.2647058823529412,13
iGmGQxox43I_000000_000010,How-to & Instructional,tier3_va11y,3,5.0,1.0,0.9142483660130719,0.918918918918919,1.0,47
