clip_key,corpus,video_id,category,case_id,priority_score,window,why
external_1kLhK8KfIEw_000020_000030,external,1kLhK8KfIEw_000020_000030,How-to & Instructional,low_gap_skip,0.014027666463641841,"9.0-10.0s scene_spatial (layout_replay_or_scene_cue, peak=0.384); 3.0-6.0s scene_spatial (layout_replay_or_scene_cue, peak=0.343); 0.0-3.0s scene_spatial (layout_replay_or_scene_cue, peak=0.342)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_D297atE3gag_000203_000213,external,D297atE3gag_000203_000213,How-to & Instructional,low_gap_skip,0.0008026924116414369,"0.0-3.0s agent_action (action_state_or_agent_cue, peak=0.397); 3.0-6.0s agent_action (static_ad_ok_low_gap, peak=0.120); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.088)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_iGmGQxox43I_000000_000010,external,iGmGQxox43I_000000_000010,How-to & Instructional,moment_level_authoring,5.964753580129161,0.0-3.6s,Gap is temporally concentrated; spend AD/review budget on the peak window.
inbench_clip_16_kOf-vl-GmVI_000115_000125,inbench,kOf-vl-GmVI_000115_000125,Pets & Animals,moment_level_authoring,5.3599434913284565,13.4-16.4s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_9fuIpQgnNEQ_000049_000059,external,9fuIpQgnNEQ_000049_000059,Event,moment_level_authoring,5.249909737773455,0.0-3.6s,Gap is temporally concentrated; spend AD/review budget on the peak window.
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,09dQut5GJ68_000049_000059,Travel,moment_level_authoring,4.92126428930703,10.4-13.4s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_S-C86j0keqc_000217_000227,external,S-C86j0keqc_000217_000227,Event,moment_level_authoring,4.668160517398154,6.4-9.1s,Gap is temporally concentrated; spend AD/review budget on the peak window.
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,0HEi6q3bGaw_000011_000021,Travel,moment_level_authoring,4.491110622917129,16.3-17.9s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_dlBeUWrse3I_000019_000029,external,dlBeUWrse3I_000019_000029,How-to & Instructional,moment_level_authoring,4.246835801555369,0.0-3.0s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_iEAWgsSvJAE_000023_000033,external,iEAWgsSvJAE_000023_000033,Film & Animation,moment_level_authoring,4.060358103979609,6.4-9.1s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_F-mRnL_XmJU_000000_000010,external,F-mRnL_XmJU_000000_000010,Entertainment,moment_level_authoring,3.976979746909298,0.0-3.0s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_eb-ufaFcUas_000008_000018,external,eb-ufaFcUas_000008_000018,Entertainment,moment_level_authoring,3.9288164532640506,0.0-3.6s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_3su234u58DA_000172_000182,external,3su234u58DA_000172_000182,Entertainment,moment_level_authoring,3.912597614973138,9.1-10.0s,Gap is temporally concentrated; spend AD/review budget on the peak window.
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,PbGvLf7HvXQ_000063_000073,Food & Cooking,moment_level_authoring,3.9124128892748224,0.0-4.5s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_v2Hr1CH-yb0_000076_000086,external,v2Hr1CH-yb0_000076_000086,How-to & Instructional,moment_level_authoring,3.8712684110916915,9.0-10.0s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_d7_SY48r__8_000060_000070,external,d7_SY48r__8_000060_000070,How-to & Instructional,moment_level_authoring,3.841891835108596,9.0-10.0s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_0m0-Q0zz_-c_000112_000122,external,0m0-Q0zz_-c_000112_000122,How-to & Instructional,moment_level_authoring,3.7436902172210695,0.0-3.6s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_1HUWWCLza0w_000000_000010,external,1HUWWCLza0w_000000_000010,Sports,moment_level_authoring,3.6976595520921487,6.7-10.0s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_BHxn3qfPAl4_000018_000028,external,BHxn3qfPAl4_000018_000028,Health & Wellness,moment_level_authoring,3.4128500926555296,6.0-9.0s,Gap is temporally concentrated; spend AD/review budget on the peak window.
inbench_clip_04_B0EKYDSv_yQ_000002_000012,inbench,B0EKYDSv_yQ_000002_000012,Food & Cooking,moment_level_authoring,3.347209300081378,13.6-15.5s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_21T1JDdJgsM_000047_000057,external,21T1JDdJgsM_000047_000057,Entertainment,moment_level_authoring,3.2875936577335043,6.4-9.1s,Gap is temporally concentrated; spend AD/review budget on the peak window.
inbench_clip_11_z8Q-s8AthrA_000002_000012,inbench,z8Q-s8AthrA_000002_000012,Sports,moment_level_authoring,3.277652957736548,0.0-3.3s,Gap is temporally concentrated; spend AD/review budget on the peak window.
external_v2Hr1CH-yb0_000076_000086,external,v2Hr1CH-yb0_000076_000086,How-to & Instructional,scene_layout_replay,1.6433004227278163,9.0-10.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_F-mRnL_XmJU_000000_000010,external,F-mRnL_XmJU_000000_000010,Entertainment,scene_layout_replay,1.4402525697364772,0.0-3.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_1HUWWCLza0w_000000_000010,external,1HUWWCLza0w_000000_000010,Sports,scene_layout_replay,1.368165970638435,6.7-10.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external__TKzyWZHjm8_000002_000012,external,_TKzyWZHjm8_000002_000012,Health & Wellness,scene_layout_replay,1.321116843086283,0.0-3.6s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_8vkNr_eysXY_000002_000012,external,8vkNr_eysXY_000002_000012,How-to & Instructional,scene_layout_replay,1.2667515246909897,9.0-10.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_07_09dQut5GJ68_000049_000059,inbench,09dQut5GJ68_000049_000059,Travel,scene_layout_replay,1.1627042797837404,10.4-13.4s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_zTJ0Zbv1jBo_000045_000055,external,zTJ0Zbv1jBo_000045_000055,Health & Wellness,scene_layout_replay,1.0262665348950901,0.0-3.6s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_GOH6fBhoi2o_000010_000020,external,GOH6fBhoi2o_000010_000020,Entertainment,scene_layout_replay,1.0077491301049082,3.0-6.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_0m0-Q0zz_-c_000112_000122,external,0m0-Q0zz_-c_000112_000122,How-to & Instructional,scene_layout_replay,1.0014171641982383,0.0-3.6s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_BcW6Y7eufQE_000239_000249,external,BcW6Y7eufQE_000239_000249,People & Vlogs,scene_layout_replay,0.9195952474135034,0.0-3.6s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_crjesEwF0Ks_000197_000207,external,crjesEwF0Ks_000197_000207,How-to & Instructional,scene_layout_replay,0.9026884582180909,0.0-3.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_HpRmj5ce32c_000001_000011,external,HpRmj5ce32c_000001_000011,Sports,scene_layout_replay,0.8163882973825453,6.4-9.1s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_2kJxrcNRS9w_000047_000057,external,2kJxrcNRS9w_000047_000057,Sports,scene_layout_replay,0.7995618815521248,6.4-9.1s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_14_UDD6YcChywc_000000_000010,inbench,UDD6YcChywc_000000_000010,Sports,scene_layout_replay,0.7942351352448929,13.1-16.4s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_iZP6gjlr_nM_000113_000123,external,iZP6gjlr_nM_000113_000123,How-to & Instructional,scene_layout_replay,0.7526990299855018,0.0-3.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_j4CKRgv3jUg_000000_000010,external,j4CKRgv3jUg_000000_000010,Entertainment,scene_layout_replay,0.7253805587851099,0.0-3.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_ZcYB6tPK2Eo_000138_000148,external,ZcYB6tPK2Eo_000138_000148,How-to & Instructional,scene_layout_replay,0.7005952820630961,0.0-3.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_12_abaLFY_GI8k_000295_000305,inbench,abaLFY_GI8k_000295_000305,Sports,scene_layout_replay,0.6756869310259981,0.0-4.3s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external__oAKCHh_Av4_000003_000013,external,_oAKCHh_Av4_000003_000013,People & Vlogs,scene_layout_replay,0.654070096417799,0.0-3.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_01_058y9xGmmTQ_000206_000216,inbench,058y9xGmmTQ_000206_000216,Food & Cooking,scene_layout_replay,0.6487414267941953,0.0-4.5s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_g8Idd47kGqo_000037_000047,external,g8Idd47kGqo_000037_000047,Entertainment,scene_layout_replay,0.6473849405803418,6.4-9.1s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_21T1JDdJgsM_000047_000057,external,21T1JDdJgsM_000047_000057,Entertainment,scene_layout_replay,0.6462093690891746,6.4-9.1s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,PbGvLf7HvXQ_000063_000073,Food & Cooking,scene_layout_replay,0.6033110038429528,0.0-4.5s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_Ccgwurislg8_000082_000092,external,Ccgwurislg8_000082_000092,How-to & Instructional,scene_layout_replay,0.6006253530729058,6.0-9.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_1-jIze6gy0g_000026_000036,external,1-jIze6gy0g_000026_000036,How-to & Instructional,scene_layout_replay,0.595758704526796,6.0-9.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_RlfVK8z5wJ0_000000_000010,external,RlfVK8z5wJ0_000000_000010,Sports,scene_layout_replay,0.5577384386638331,0.0-3.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_jeweRSnAJeo_000050_000060,external,jeweRSnAJeo_000050_000060,Film & Animation,scene_layout_replay,0.5153065741077678,6.4-9.1s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_17_gjoZic4WjiQ_000012_000022,inbench,gjoZic4WjiQ_000012_000022,Pets & Animals,scene_layout_replay,0.5095078630694087,0.0-3.5s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_04_B0EKYDSv_yQ_000002_000012,inbench,B0EKYDSv_yQ_000002_000012,Food & Cooking,scene_layout_replay,0.506424502407856,13.6-15.5s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_00_Q76JRCyTnSc_000007_000017,inbench,Q76JRCyTnSc_000007_000017,Food & Cooking,scene_layout_replay,0.5041407181798297,10.4-13.4s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_15_OGWuj_FtaQc_000010_000020,inbench,OGWuj_FtaQc_000010_000020,Pets & Animals,scene_layout_replay,0.47720880107144303,13.1-16.4s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,TF4q9y0rJoc_000000_000010,Sports,scene_layout_replay,0.4698317760159151,0.0-4.5s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_750QhTe9Z4U_000000_000010,external,750QhTe9Z4U_000000_000010,People & Vlogs,scene_layout_replay,0.4508565683102179,0.0-3.0s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_9fuIpQgnNEQ_000049_000059,external,9fuIpQgnNEQ_000049_000059,Event,scene_layout_replay,0.43344505795107424,0.0-3.6s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_AEkLDauJVi0_000069_000079,external,AEkLDauJVi0_000069_000079,Food & Cooking,scene_layout_replay,0.41823743215332343,0.0-3.6s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_OASCPKazLIM_000132_000142,external,OASCPKazLIM_000132_000142,How-to & Instructional,scene_layout_replay,0.41541523801848446,6.4-9.1s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
external_RjPp0ZPW0yc_000000_000010,external,RjPp0ZPW0yc_000000_000010,How-to & Instructional,scene_layout_replay,0.40561520414596874,0.0-3.6s,"Audio drops scene/spatial cortex most; route to layout cue, keyframe, or replay surface."
