video_id,kind,text_idx,word_count,scene_axis_count,scene_term_density_per_100w,has_who_role,has_action_relation,has_spatial_relation,has_count,n_who_role,n_action_relation,n_spatial_relation,n_count
OegoxK2rWBQ_000158_000168,vatex_caption,3,19,3,21.05263157894737,1,0,1,1,2,0,1,1
OegoxK2rWBQ_000158_000168,vatex_caption,4,12,2,16.666666666666668,0,0,1,1,0,0,1,1
OegoxK2rWBQ_000158_000168,vatex_caption,5,14,1,14.285714285714286,1,0,0,0,2,0,0,0
OegoxK2rWBQ_000158_000168,vatex_caption,6,14,1,14.285714285714286,0,0,0,1,0,0,0,2
OegoxK2rWBQ_000158_000168,vatex_caption,7,14,1,14.285714285714286,1,0,0,0,2,0,0,0
OegoxK2rWBQ_000158_000168,vatex_caption,8,15,2,26.666666666666668,1,0,0,1,2,0,0,2
OegoxK2rWBQ_000158_000168,vatex_caption,9,15,1,13.333333333333334,0,0,1,0,0,0,2,0
t2A8xBaEpJA_000156_000166,professional_ad,0,71,3,8.450704225352112,1,0,1,1,4,0,1,1
t2A8xBaEpJA_000156_000166,vatex_caption,0,12,1,8.333333333333334,1,0,0,0,1,0,0,0
t2A8xBaEpJA_000156_000166,vatex_caption,1,16,2,18.75,1,1,0,0,2,1,0,0
t2A8xBaEpJA_000156_000166,vatex_caption,2,18,3,22.22222222222222,1,1,1,0,2,1,1,0
t2A8xBaEpJA_000156_000166,vatex_caption,3,15,2,13.333333333333334,1,1,0,0,1,1,0,0
t2A8xBaEpJA_000156_000166,vatex_caption,4,18,2,16.666666666666668,1,0,1,0,2,0,1,0
t2A8xBaEpJA_000156_000166,vatex_caption,5,13,2,23.076923076923077,1,0,0,1,1,0,0,2
t2A8xBaEpJA_000156_000166,vatex_caption,6,17,2,17.647058823529413,1,1,0,0,2,1,0,0
t2A8xBaEpJA_000156_000166,vatex_caption,7,12,2,25.0,1,1,0,0,2,1,0,0
t2A8xBaEpJA_000156_000166,vatex_caption,8,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
t2A8xBaEpJA_000156_000166,vatex_caption,9,19,2,10.526315789473685,1,0,0,1,1,0,0,1
E7-8duZ65lk_000000_000010,professional_ad,0,46,3,6.521739130434782,0,1,1,1,0,1,1,1
E7-8duZ65lk_000000_000010,vatex_caption,0,11,3,36.36363636363637,0,1,1,1,0,2,1,1
E7-8duZ65lk_000000_000010,vatex_caption,1,14,3,28.571428571428573,0,1,1,1,0,2,1,1
E7-8duZ65lk_000000_000010,vatex_caption,2,15,3,33.333333333333336,1,1,0,1,1,2,0,2
E7-8duZ65lk_000000_000010,vatex_caption,3,12,2,16.666666666666668,0,1,0,1,0,1,0,1
E7-8duZ65lk_000000_000010,vatex_caption,4,14,2,28.571428571428573,0,1,0,1,0,3,0,1
E7-8duZ65lk_000000_000010,vatex_caption,5,12,3,25.0,0,1,1,1,0,1,1,1
E7-8duZ65lk_000000_000010,vatex_caption,6,13,2,15.384615384615385,0,1,0,1,0,1,0,1
E7-8duZ65lk_000000_000010,vatex_caption,7,20,3,25.0,1,1,0,1,1,2,0,2
E7-8duZ65lk_000000_000010,vatex_caption,8,17,2,17.647058823529413,0,1,0,1,0,2,0,1
E7-8duZ65lk_000000_000010,vatex_caption,9,19,2,15.789473684210526,0,1,0,1,0,2,0,1
K2RXBhHa7M4_000023_000033,professional_ad,0,62,2,6.451612903225806,1,1,0,0,3,1,0,0
K2RXBhHa7M4_000023_000033,vatex_caption,0,10,1,10.0,1,0,0,0,1,0,0,0
K2RXBhHa7M4_000023_000033,vatex_caption,1,15,2,13.333333333333334,1,1,0,0,1,1,0,0
K2RXBhHa7M4_000023_000033,vatex_caption,2,40,2,5.0,1,1,0,0,1,1,0,0
K2RXBhHa7M4_000023_000033,vatex_caption,3,12,1,8.333333333333334,1,0,0,0,1,0,0,0
K2RXBhHa7M4_000023_000033,vatex_caption,4,19,3,21.05263157894737,1,1,1,0,1,2,1,0
K2RXBhHa7M4_000023_000033,vatex_caption,5,17,1,5.882352941176471,1,0,0,0,1,0,0,0
K2RXBhHa7M4_000023_000033,vatex_caption,6,15,1,13.333333333333334,1,0,0,0,2,0,0,0
K2RXBhHa7M4_000023_000033,vatex_caption,7,19,2,10.526315789473685,1,0,1,0,1,0,1,0
K2RXBhHa7M4_000023_000033,vatex_caption,8,16,3,25.0,1,1,1,0,2,1,1,0
K2RXBhHa7M4_000023_000033,vatex_caption,9,11,1,9.090909090909092,1,0,0,0,1,0,0,0
Q5b2QtP_jWU_000000_000010,professional_ad,0,42,3,14.285714285714286,1,1,1,0,1,4,1,0
Q5b2QtP_jWU_000000_000010,vatex_caption,0,14,3,28.571428571428573,1,1,1,0,1,2,1,0
Q5b2QtP_jWU_000000_000010,vatex_caption,1,12,2,25.0,1,1,0,0,1,2,0,0
Q5b2QtP_jWU_000000_000010,vatex_caption,2,10,3,30.0,1,1,1,0,1,1,1,0
Q5b2QtP_jWU_000000_000010,vatex_caption,3,14,2,21.428571428571427,1,1,0,0,1,2,0,0
Q5b2QtP_jWU_000000_000010,vatex_caption,4,15,3,20.0,1,1,0,1,1,1,0,1
Q5b2QtP_jWU_000000_000010,vatex_caption,5,12,2,41.666666666666664,1,1,0,0,2,3,0,0
Q5b2QtP_jWU_000000_000010,vatex_caption,6,10,2,20.0,1,1,0,0,1,1,0,0
Q5b2QtP_jWU_000000_000010,vatex_caption,7,15,2,13.333333333333334,1,1,0,0,1,1,0,0
Q5b2QtP_jWU_000000_000010,vatex_caption,8,14,2,14.285714285714286,1,1,0,0,1,1,0,0
Q5b2QtP_jWU_000000_000010,vatex_caption,9,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
D9QhY6ecmrw_000006_000016,professional_ad,0,60,3,10.0,1,1,1,0,1,2,3,0
D9QhY6ecmrw_000006_000016,vatex_caption,0,14,1,7.142857142857143,1,0,0,0,1,0,0,0
D9QhY6ecmrw_000006_000016,vatex_caption,1,10,1,10.0,1,0,0,0,1,0,0,0
D9QhY6ecmrw_000006_000016,vatex_caption,2,12,1,8.333333333333334,1,0,0,0,1,0,0,0
D9QhY6ecmrw_000006_000016,vatex_caption,3,14,2,35.714285714285715,1,1,0,0,1,4,0,0
D9QhY6ecmrw_000006_000016,vatex_caption,4,12,3,33.333333333333336,1,1,0,1,1,2,0,1
D9QhY6ecmrw_000006_000016,vatex_caption,5,17,2,17.647058823529413,1,1,0,0,1,2,0,0
D9QhY6ecmrw_000006_000016,vatex_caption,6,20,1,5.0,1,0,0,0,1,0,0,0
D9QhY6ecmrw_000006_000016,vatex_caption,7,12,1,8.333333333333334,0,1,0,0,0,1,0,0
D9QhY6ecmrw_000006_000016,vatex_caption,8,23,1,4.3478260869565215,0,1,0,0,0,1,0,0
D9QhY6ecmrw_000006_000016,vatex_caption,9,11,1,9.090909090909092,1,0,0,0,1,0,0,0
058y9xGmmTQ_000206_000216,professional_ad,0,62,3,11.290322580645162,1,1,1,0,2,4,1,0
058y9xGmmTQ_000206_000216,vatex_caption,0,19,2,15.789473684210526,1,1,0,0,1,2,0,0
058y9xGmmTQ_000206_000216,vatex_caption,1,16,1,6.25,1,0,0,0,1,0,0,0
058y9xGmmTQ_000206_000216,vatex_caption,2,18,2,16.666666666666668,1,1,0,0,1,2,0,0
058y9xGmmTQ_000206_000216,vatex_caption,3,13,2,15.384615384615385,1,1,0,0,1,1,0,0
058y9xGmmTQ_000206_000216,vatex_caption,4,16,2,12.5,1,1,0,0,1,1,0,0
058y9xGmmTQ_000206_000216,vatex_caption,5,14,2,14.285714285714286,1,1,0,0,1,1,0,0
058y9xGmmTQ_000206_000216,vatex_caption,6,16,2,18.75,1,1,0,0,1,2,0,0
058y9xGmmTQ_000206_000216,vatex_caption,7,18,2,22.22222222222222,1,1,0,0,1,3,0,0
058y9xGmmTQ_000206_000216,vatex_caption,8,16,1,6.25,1,0,0,0,1,0,0,0
058y9xGmmTQ_000206_000216,vatex_caption,9,14,2,21.428571428571427,1,1,0,0,1,2,0,0
77aSi1xRVtY_000000_000010,professional_ad,0,29,3,13.793103448275861,1,1,0,1,1,1,0,2
77aSi1xRVtY_000000_000010,vatex_caption,0,10,2,20.0,1,0,0,1,1,0,0,1
77aSi1xRVtY_000000_000010,vatex_caption,1,10,2,30.0,1,0,0,1,2,0,0,1
77aSi1xRVtY_000000_000010,vatex_caption,2,11,2,27.272727272727273,1,0,0,1,1,0,0,2
77aSi1xRVtY_000000_000010,vatex_caption,3,17,3,23.529411764705884,1,1,0,1,1,1,0,2
77aSi1xRVtY_000000_000010,vatex_caption,4,13,3,23.076923076923077,1,1,0,1,1,1,0,1
77aSi1xRVtY_000000_000010,vatex_caption,5,14,3,21.428571428571427,1,1,0,1,1,1,0,1
77aSi1xRVtY_000000_000010,vatex_caption,6,18,2,11.11111111111111,1,0,0,1,1,0,0,1
77aSi1xRVtY_000000_000010,vatex_caption,7,11,2,18.181818181818183,1,0,0,1,1,0,0,1
77aSi1xRVtY_000000_000010,vatex_caption,8,11,1,9.090909090909092,0,0,0,1,0,0,0,1
77aSi1xRVtY_000000_000010,vatex_caption,9,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
LfKpPMNdH_c_000033_000043,professional_ad,0,40,3,10.0,1,1,1,0,1,1,2,0
LfKpPMNdH_c_000033_000043,vatex_caption,0,15,2,20.0,1,1,0,0,1,2,0,0
LfKpPMNdH_c_000033_000043,vatex_caption,1,20,2,20.0,1,1,0,0,1,3,0,0
LfKpPMNdH_c_000033_000043,vatex_caption,2,13,2,15.384615384615385,1,1,0,0,1,1,0,0
LfKpPMNdH_c_000033_000043,vatex_caption,3,14,2,21.428571428571427,1,1,0,0,1,2,0,0
LfKpPMNdH_c_000033_000043,vatex_caption,4,15,2,13.333333333333334,1,1,0,0,1,1,0,0
LfKpPMNdH_c_000033_000043,vatex_caption,5,10,2,20.0,1,1,0,0,1,1,0,0
LfKpPMNdH_c_000033_000043,vatex_caption,6,18,2,11.11111111111111,1,1,0,0,1,1,0,0
LfKpPMNdH_c_000033_000043,vatex_caption,7,11,1,9.090909090909092,1,0,0,0,1,0,0,0
LfKpPMNdH_c_000033_000043,vatex_caption,8,18,3,22.22222222222222,1,1,1,0,1,1,2,0
LfKpPMNdH_c_000033_000043,vatex_caption,9,22,3,13.636363636363637,1,1,1,0,1,1,1,0
LhxhmQTToY8_000579_000589,professional_ad,0,59,3,11.864406779661017,1,1,1,0,4,2,1,0
LhxhmQTToY8_000579_000589,vatex_caption,0,12,2,16.666666666666668,1,1,0,0,1,1,0,0
LhxhmQTToY8_000579_000589,vatex_caption,1,11,2,18.181818181818183,1,0,1,0,1,0,1,0
LhxhmQTToY8_000579_000589,vatex_caption,2,13,2,15.384615384615385,1,1,0,0,1,1,0,0
LhxhmQTToY8_000579_000589,vatex_caption,3,16,2,12.5,1,0,1,0,1,0,1,0
LhxhmQTToY8_000579_000589,vatex_caption,4,15,2,13.333333333333334,1,0,1,0,1,0,1,0
LhxhmQTToY8_000579_000589,vatex_caption,5,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
LhxhmQTToY8_000579_000589,vatex_caption,6,17,1,5.882352941176471,1,0,0,0,1,0,0,0
LhxhmQTToY8_000579_000589,vatex_caption,7,13,1,7.6923076923076925,0,0,1,0,0,0,1,0
LhxhmQTToY8_000579_000589,vatex_caption,8,15,1,6.666666666666667,0,1,0,0,0,1,0,0
LhxhmQTToY8_000579_000589,vatex_caption,9,12,0,0.0,0,0,0,0,0,0,0,0
Ll89dFyfffE_000032_000042,professional_ad,0,69,4,10.144927536231885,1,1,1,1,3,1,1,2
Ll89dFyfffE_000032_000042,vatex_caption,0,12,3,25.0,1,1,0,1,1,1,0,1
Ll89dFyfffE_000032_000042,vatex_caption,1,10,3,30.0,1,0,1,1,1,0,1,1
Ll89dFyfffE_000032_000042,vatex_caption,2,10,1,20.0,1,0,0,0,2,0,0,0
Ll89dFyfffE_000032_000042,vatex_caption,3,12,2,33.333333333333336,1,0,0,1,3,0,0,1
Ll89dFyfffE_000032_000042,vatex_caption,4,19,2,21.05263157894737,1,0,0,1,2,0,0,2
Ll89dFyfffE_000032_000042,vatex_caption,5,11,1,18.181818181818183,1,0,0,0,2,0,0,0
Ll89dFyfffE_000032_000042,vatex_caption,6,12,2,16.666666666666668,1,1,0,0,1,1,0,0
Ll89dFyfffE_000032_000042,vatex_caption,7,14,2,14.285714285714286,1,0,0,1,1,0,0,1
Ll89dFyfffE_000032_000042,vatex_caption,8,16,3,18.75,1,1,0,1,1,1,0,1
Ll89dFyfffE_000032_000042,vatex_caption,9,14,2,14.285714285714286,0,1,0,1,0,1,0,1
UDD6YcChywc_000000_000010,professional_ad,0,46,3,8.695652173913043,1,0,1,1,2,0,1,1
UDD6YcChywc_000000_000010,vatex_caption,0,27,3,25.925925925925927,1,1,1,0,2,3,2,0
UDD6YcChywc_000000_000010,vatex_caption,1,17,2,17.647058823529413,1,1,0,0,1,2,0,0
UDD6YcChywc_000000_000010,vatex_caption,2,17,1,5.882352941176471,1,0,0,0,1,0,0,0
UDD6YcChywc_000000_000010,vatex_caption,3,20,2,10.0,1,1,0,0,1,1,0,0
UDD6YcChywc_000000_000010,vatex_caption,4,14,1,7.142857142857143,1,0,0,0,1,0,0,0
UDD6YcChywc_000000_000010,vatex_caption,5,18,1,5.555555555555555,1,0,0,0,1,0,0,0
UDD6YcChywc_000000_000010,vatex_caption,6,14,2,21.428571428571427,1,1,0,0,1,2,0,0
UDD6YcChywc_000000_000010,vatex_caption,7,23,3,21.73913043478261,1,1,0,1,2,1,0,2
UDD6YcChywc_000000_000010,vatex_caption,8,17,2,11.764705882352942,1,0,1,0,1,0,1,0
UDD6YcChywc_000000_000010,vatex_caption,9,16,1,6.25,1,0,0,0,1,0,0,0
3Wf8IbO8Hwk_000017_000027,professional_ad,0,34,1,5.882352941176471,1,0,0,0,2,0,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,0,12,0,0.0,0,0,0,0,0,0,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,1,10,2,20.0,1,1,0,0,1,1,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,2,17,2,11.764705882352942,1,0,1,0,1,0,1,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,3,11,1,18.181818181818183,1,0,0,0,2,0,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,4,14,2,14.285714285714286,1,1,0,0,1,1,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,5,13,1,15.384615384615385,0,1,0,0,0,2,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,6,10,1,10.0,1,0,0,0,1,0,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,7,13,2,15.384615384615385,1,1,0,0,1,1,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,8,10,1,10.0,1,0,0,0,1,0,0,0
3Wf8IbO8Hwk_000017_000027,vatex_caption,9,18,0,0.0,0,0,0,0,0,0,0,0
0pDqEbRFaII_000000_000010,professional_ad,0,32,2,12.5,1,1,0,0,1,3,0,0
0pDqEbRFaII_000000_000010,vatex_caption,0,11,1,9.090909090909092,1,0,0,0,1,0,0,0
0pDqEbRFaII_000000_000010,vatex_caption,1,17,1,5.882352941176471,0,1,0,0,0,1,0,0
0pDqEbRFaII_000000_000010,vatex_caption,2,14,2,14.285714285714286,1,1,0,0,1,1,0,0
0pDqEbRFaII_000000_000010,vatex_caption,3,14,2,14.285714285714286,1,1,0,0,1,1,0,0
0pDqEbRFaII_000000_000010,vatex_caption,4,14,2,14.285714285714286,1,1,0,0,1,1,0,0
0pDqEbRFaII_000000_000010,vatex_caption,5,17,1,5.882352941176471,1,0,0,0,1,0,0,0
0pDqEbRFaII_000000_000010,vatex_caption,6,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
0pDqEbRFaII_000000_000010,vatex_caption,7,15,3,26.666666666666668,1,1,0,1,1,2,0,1
0pDqEbRFaII_000000_000010,vatex_caption,8,14,1,7.142857142857143,1,0,0,0,1,0,0,0
0pDqEbRFaII_000000_000010,vatex_caption,9,18,2,16.666666666666668,1,1,0,0,1,2,0,0
XL2YrZd4nQo_000000_000010,professional_ad,0,36,3,13.88888888888889,1,1,1,0,1,2,2,0
XL2YrZd4nQo_000000_000010,vatex_caption,0,18,1,11.11111111111111,1,0,0,0,2,0,0,0
XL2YrZd4nQo_000000_000010,vatex_caption,1,15,2,13.333333333333334,1,0,1,0,1,0,1,0
XL2YrZd4nQo_000000_000010,vatex_caption,2,15,3,26.666666666666668,1,1,1,0,2,1,1,0
XL2YrZd4nQo_000000_000010,vatex_caption,3,19,2,26.31578947368421,1,1,0,0,2,3,0,0
XL2YrZd4nQo_000000_000010,vatex_caption,4,19,3,21.05263157894737,1,1,1,0,1,1,2,0
XL2YrZd4nQo_000000_000010,vatex_caption,5,15,2,13.333333333333334,1,0,1,0,1,0,1,0
XL2YrZd4nQo_000000_000010,vatex_caption,6,20,2,10.0,1,0,1,0,1,0,1,0
XL2YrZd4nQo_000000_000010,vatex_caption,7,23,3,26.08695652173913,1,1,1,0,1,3,2,0
XL2YrZd4nQo_000000_000010,vatex_caption,8,11,2,18.181818181818183,1,0,1,0,1,0,1,0
XL2YrZd4nQo_000000_000010,vatex_caption,9,28,3,17.857142857142858,1,1,1,0,3,1,1,0
z73qlNpvw80_000151_000161,professional_ad,0,68,3,10.294117647058824,1,1,1,0,1,5,1,0
z73qlNpvw80_000151_000161,vatex_caption,0,15,1,13.333333333333334,0,1,0,0,0,2,0,0
z73qlNpvw80_000151_000161,vatex_caption,1,12,1,8.333333333333334,0,0,1,0,0,0,1,0
z73qlNpvw80_000151_000161,vatex_caption,2,12,2,16.666666666666668,1,0,1,0,1,0,1,0
z73qlNpvw80_000151_000161,vatex_caption,3,13,1,7.6923076923076925,0,0,1,0,0,0,1,0
z73qlNpvw80_000151_000161,vatex_caption,4,18,2,11.11111111111111,1,0,1,0,1,0,1,0
z73qlNpvw80_000151_000161,vatex_caption,5,17,2,11.764705882352942,1,1,0,0,1,1,0,0
z73qlNpvw80_000151_000161,vatex_caption,6,9,2,22.22222222222222,1,0,1,0,1,0,1,0
z73qlNpvw80_000151_000161,vatex_caption,7,11,2,18.181818181818183,0,1,1,0,0,1,1,0
z73qlNpvw80_000151_000161,vatex_caption,8,10,2,20.0,1,0,1,0,1,0,1,0
z73qlNpvw80_000151_000161,vatex_caption,9,12,2,16.666666666666668,1,0,1,0,1,0,1,0
eeNEOEE8gus_000001_000011,professional_ad,0,63,3,14.285714285714286,1,1,1,0,4,2,3,0
eeNEOEE8gus_000001_000011,vatex_caption,0,16,2,12.5,0,0,1,1,0,0,1,1
eeNEOEE8gus_000001_000011,vatex_caption,1,13,2,15.384615384615385,1,0,0,1,1,0,0,1
eeNEOEE8gus_000001_000011,vatex_caption,2,20,2,15.0,1,0,1,0,2,0,1,0
eeNEOEE8gus_000001_000011,vatex_caption,3,18,3,22.22222222222222,1,1,1,0,2,1,1,0
eeNEOEE8gus_000001_000011,vatex_caption,4,16,1,12.5,1,0,0,0,2,0,0,0
eeNEOEE8gus_000001_000011,vatex_caption,5,14,2,21.428571428571427,1,0,0,1,2,0,0,1
eeNEOEE8gus_000001_000011,vatex_caption,6,14,1,14.285714285714286,1,0,0,0,2,0,0,0
eeNEOEE8gus_000001_000011,vatex_caption,7,13,2,23.076923076923077,1,0,0,1,2,0,0,1
eeNEOEE8gus_000001_000011,vatex_caption,8,12,2,25.0,1,0,0,1,2,0,0,1
eeNEOEE8gus_000001_000011,vatex_caption,9,11,2,18.181818181818183,1,0,0,1,1,0,0,1
Xdz1cxEjLYc_000007_000017,professional_ad,0,63,3,7.936507936507937,1,1,1,0,1,2,2,0
Xdz1cxEjLYc_000007_000017,vatex_caption,0,19,2,15.789473684210526,1,1,0,0,1,2,0,0
Xdz1cxEjLYc_000007_000017,vatex_caption,1,21,1,4.761904761904762,1,0,0,0,1,0,0,0
Xdz1cxEjLYc_000007_000017,vatex_caption,2,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
Xdz1cxEjLYc_000007_000017,vatex_caption,3,11,1,9.090909090909092,1,0,0,0,1,0,0,0
Xdz1cxEjLYc_000007_000017,vatex_caption,4,19,2,10.526315789473685,0,1,1,0,0,1,1,0
Xdz1cxEjLYc_000007_000017,vatex_caption,5,15,2,13.333333333333334,1,1,0,0,1,1,0,0
Xdz1cxEjLYc_000007_000017,vatex_caption,6,11,1,9.090909090909092,0,1,0,0,0,1,0,0
Xdz1cxEjLYc_000007_000017,vatex_caption,7,13,2,15.384615384615385,1,1,0,0,1,1,0,0
Xdz1cxEjLYc_000007_000017,vatex_caption,8,11,2,18.181818181818183,1,1,0,0,1,1,0,0
Xdz1cxEjLYc_000007_000017,vatex_caption,9,19,2,10.526315789473685,1,1,0,0,1,1,0,0
SAISuCs1IiI_000017_000027,professional_ad,0,59,3,5.084745762711864,1,1,0,1,1,1,0,1
SAISuCs1IiI_000017_000027,vatex_caption,0,15,1,6.666666666666667,1,0,0,0,1,0,0,0
SAISuCs1IiI_000017_000027,vatex_caption,1,15,1,6.666666666666667,1,0,0,0,1,0,0,0
SAISuCs1IiI_000017_000027,vatex_caption,2,13,2,15.384615384615385,1,0,0,1,1,0,0,1
SAISuCs1IiI_000017_000027,vatex_caption,3,16,1,6.25,1,0,0,0,1,0,0,0
SAISuCs1IiI_000017_000027,vatex_caption,4,16,2,12.5,1,0,1,0,1,0,1,0
SAISuCs1IiI_000017_000027,vatex_caption,5,15,1,6.666666666666667,1,0,0,0,1,0,0,0
SAISuCs1IiI_000017_000027,vatex_caption,6,16,1,6.25,1,0,0,0,1,0,0,0
SAISuCs1IiI_000017_000027,vatex_caption,7,12,2,16.666666666666668,1,1,0,0,1,1,0,0
SAISuCs1IiI_000017_000027,vatex_caption,8,15,3,26.666666666666668,1,1,0,1,1,2,0,1
SAISuCs1IiI_000017_000027,vatex_caption,9,12,1,8.333333333333334,1,0,0,0,1,0,0,0
HpRmj5ce32c_000001_000011,professional_ad,0,60,3,11.666666666666666,1,0,1,1,3,0,2,2
HpRmj5ce32c_000001_000011,vatex_caption,0,17,1,5.882352941176471,1,0,0,0,1,0,0,0
HpRmj5ce32c_000001_000011,vatex_caption,1,20,0,0.0,0,0,0,0,0,0,0,0
HpRmj5ce32c_000001_000011,vatex_caption,2,13,2,15.384615384615385,1,0,0,1,1,0,0,1
HpRmj5ce32c_000001_000011,vatex_caption,3,23,3,17.391304347826086,1,0,1,1,2,0,1,1
HpRmj5ce32c_000001_000011,vatex_caption,4,13,3,30.76923076923077,1,1,0,1,2,1,0,1
HpRmj5ce32c_000001_000011,vatex_caption,5,11,1,9.090909090909092,1,0,0,0,1,0,0,0
HpRmj5ce32c_000001_000011,vatex_caption,6,29,4,24.137931034482758,1,1,1,1,2,2,2,1
HpRmj5ce32c_000001_000011,vatex_caption,7,13,3,38.46153846153846,1,1,0,1,2,2,0,1
HpRmj5ce32c_000001_000011,vatex_caption,8,9,3,44.44444444444444,1,1,0,1,2,1,0,1
HpRmj5ce32c_000001_000011,vatex_caption,9,13,1,7.6923076923076925,0,1,0,0,0,1,0,0
uthMsG_UELM_000000_000010,professional_ad,0,46,3,6.521739130434782,1,1,1,0,1,1,1,0
uthMsG_UELM_000000_000010,vatex_caption,0,16,1,6.25,0,0,1,0,0,0,1,0
uthMsG_UELM_000000_000010,vatex_caption,1,14,1,7.142857142857143,1,0,0,0,1,0,0,0
uthMsG_UELM_000000_000010,vatex_caption,2,16,2,12.5,1,1,0,0,1,1,0,0
uthMsG_UELM_000000_000010,vatex_caption,3,17,1,5.882352941176471,0,1,0,0,0,1,0,0
uthMsG_UELM_000000_000010,vatex_caption,4,14,1,7.142857142857143,1,0,0,0,1,0,0,0
uthMsG_UELM_000000_000010,vatex_caption,5,13,2,15.384615384615385,1,0,1,0,1,0,1,0
uthMsG_UELM_000000_000010,vatex_caption,6,11,1,9.090909090909092,1,0,0,0,1,0,0,0
uthMsG_UELM_000000_000010,vatex_caption,7,12,0,0.0,0,0,0,0,0,0,0,0
uthMsG_UELM_000000_000010,vatex_caption,8,11,0,0.0,0,0,0,0,0,0,0,0
uthMsG_UELM_000000_000010,vatex_caption,9,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
dlBeUWrse3I_000019_000029,professional_ad,0,64,4,17.1875,1,1,1,1,4,2,3,2
dlBeUWrse3I_000019_000029,vatex_caption,0,10,3,30.0,1,1,1,0,1,1,1,0
dlBeUWrse3I_000019_000029,vatex_caption,1,19,2,15.789473684210526,1,1,0,0,1,2,0,0
dlBeUWrse3I_000019_000029,vatex_caption,2,14,2,14.285714285714286,1,0,1,0,1,0,1,0
dlBeUWrse3I_000019_000029,vatex_caption,3,13,2,23.076923076923077,1,1,0,0,1,2,0,0
dlBeUWrse3I_000019_000029,vatex_caption,4,29,2,13.793103448275861,1,0,1,0,2,0,2,0
dlBeUWrse3I_000019_000029,vatex_caption,5,13,3,23.076923076923077,1,0,1,1,1,0,1,1
dlBeUWrse3I_000019_000029,vatex_caption,6,12,2,25.0,1,0,0,1,2,0,0,1
dlBeUWrse3I_000019_000029,vatex_caption,7,21,3,14.285714285714286,1,1,0,1,1,1,0,1
dlBeUWrse3I_000019_000029,vatex_caption,8,13,2,23.076923076923077,0,1,1,0,0,2,1,0
dlBeUWrse3I_000019_000029,vatex_caption,9,20,4,30.0,1,1,1,1,2,1,2,1
qGfEiJEu0AM_000003_000013,professional_ad,0,49,4,16.3265306122449,1,1,1,1,2,4,1,1
qGfEiJEu0AM_000003_000013,vatex_caption,0,13,2,23.076923076923077,1,1,0,0,1,2,0,0
qGfEiJEu0AM_000003_000013,vatex_caption,1,12,2,25.0,1,1,0,0,1,2,0,0
qGfEiJEu0AM_000003_000013,vatex_caption,2,15,2,13.333333333333334,1,1,0,0,1,1,0,0
qGfEiJEu0AM_000003_000013,vatex_caption,3,13,0,0.0,0,0,0,0,0,0,0,0
qGfEiJEu0AM_000003_000013,vatex_caption,4,12,3,50.0,1,1,0,1,1,4,0,1
qGfEiJEu0AM_000003_000013,vatex_caption,5,18,2,11.11111111111111,1,1,0,0,1,1,0,0
qGfEiJEu0AM_000003_000013,vatex_caption,6,14,2,21.428571428571427,1,1,0,0,1,2,0,0
qGfEiJEu0AM_000003_000013,vatex_caption,7,18,2,11.11111111111111,1,0,1,0,1,0,1,0
qGfEiJEu0AM_000003_000013,vatex_caption,8,10,2,30.0,1,1,0,0,1,2,0,0
qGfEiJEu0AM_000003_000013,vatex_caption,9,17,2,11.764705882352942,1,1,0,0,1,1,0,0
yBO8rAMeqjc_000007_000017,professional_ad,0,63,4,15.873015873015873,1,1,1,1,4,2,1,3
yBO8rAMeqjc_000007_000017,vatex_caption,0,12,2,16.666666666666668,0,0,1,1,0,0,1,1
yBO8rAMeqjc_000007_000017,vatex_caption,1,11,3,45.45454545454545,1,1,0,1,3,1,0,1
yBO8rAMeqjc_000007_000017,vatex_caption,2,12,1,8.333333333333334,1,0,0,0,1,0,0,0
yBO8rAMeqjc_000007_000017,vatex_caption,3,15,2,13.333333333333334,1,1,0,0,1,1,0,0
yBO8rAMeqjc_000007_000017,vatex_caption,4,17,3,35.294117647058826,1,0,1,1,2,0,1,3
yBO8rAMeqjc_000007_000017,vatex_caption,5,12,3,33.333333333333336,1,1,0,1,1,1,0,2
yBO8rAMeqjc_000007_000017,vatex_caption,6,20,1,15.0,1,0,0,0,3,0,0,0
yBO8rAMeqjc_000007_000017,vatex_caption,7,13,2,15.384615384615385,1,1,0,0,1,1,0,0
yBO8rAMeqjc_000007_000017,vatex_caption,8,11,2,18.181818181818183,1,0,1,0,1,0,1,0
