video_id,category,pro_words,pro_scene_axes,avg_caption_scene_axes,max_caption_scene_axes,pro_minus_avg_caption_axes,pro_minus_max_caption_axes,pro_scene_density_per_100w,avg_caption_scene_density_per_100w,max_caption_scene_density_per_100w,pro_minus_avg_caption_density,pro_has_who_role,caption_any_has_who_role,caption_avg_has_who_role,pro_has_action_relation,caption_any_has_action_relation,caption_avg_has_action_relation,pro_has_spatial_relation,caption_any_has_spatial_relation,caption_avg_has_spatial_relation,pro_has_count,caption_any_has_count,caption_avg_has_count
0eU_Xo-u_9A_000000_000010,Pets & Animals,67,3,1.8,3,1.2,0,11.940298507462687,14.642246642246642,26.666666666666668,-2.7019481347839545,1,1,0.9,1,1,0.8,1,0,0,0,1,0.1
e26p7hcUy9U_000488_000498,How-to & Instructional,79,2,1.3,2,0.7,0,3.7974683544303796,10.739219114219114,20.0,-6.941750759788735,1,1,0.9,1,1,0.3,0,1,0.1,0,0,0
V4xqbiA-y1k_000029_000039,Sports,76,3,2.4,4,0.6000000000000001,-1,6.578947368421052,21.947381823542816,58.333333333333336,-15.368434455121765,1,1,1,0,1,0.5,1,1,0.3,1,1,0.6
9E8n3GJDwKg_000000_000010,People & Vlogs,51,3,1.9,3,1.1,0,17.647058823529413,17.05200355200355,35.714285714285715,0.5950552715258617,1,1,1,1,1,0.5,1,1,0.4,0,0,0
1gi5nTlY0uY_000069_000079,How-to & Instructional,69,3,1.5,2,1.5,1,5.797101449275362,12.155731523378583,17.647058823529413,-6.35863007410322,1,1,1,1,1,0.3,1,1,0.2,0,0,0
Q9ukXRcTiAg_000009_000019,Music,51,3,2,3,1,0,7.8431372549019605,17.975191475191476,30.76923076923077,-10.132054220289515,1,1,1,1,1,0.9,1,1,0.1,0,0,0
9ALCrxTtYr4_000261_000271,How-to & Instructional,61,3,1.2,2,1.8,1,8.19672131147541,10.531135531135531,25.0,-2.334414219660122,1,1,0.7,1,1,0.5,1,0,0,0,0,0
94H3kHrtzT4_000025_000035,Health & Wellness,43,3,1.4,2,1.6,1,9.30232558139535,13.430735930735931,27.272727272727273,-4.128410349340582,1,1,0.9,1,1,0.5,1,0,0,0,0,0
0iRLt5ZFkb0_000000_000010,People & Vlogs,46,1,1.4,2,-0.3999999999999999,-1,8.695652173913043,12.883541295306001,22.22222222222222,-4.187889121392958,1,1,1,0,0,0,0,1,0.2,0,1,0.2
1CUAE0mx80s_000000_000010,Entertainment,41,4,2.6,4,1.4,0,12.195121951219512,25.007857733664185,46.15384615384615,-12.812735782444673,1,1,0.7,1,1,0.6,1,1,0.3,1,1,1
07xU5ig8CBg_000002_000012,People & Vlogs,47,3,2.3,3,0.7000000000000002,0,10.638297872340425,16.859430773904457,25.0,-6.221132901564031,1,1,0.9,1,1,1,1,1,0.4,0,0,0
hw9-5DQdtYY_000017_000027,Event,55,2,1.7,3,0.30000000000000004,-1,9.090909090909092,11.680223715053437,26.31578947368421,-2.589314624144345,1,1,0.8,0,1,0.4,1,1,0.5,0,0,0
B0EKYDSv_yQ_000002_000012,Food & Cooking,73,3,1.5,2,1.5,1,8.219178082191782,10.950396825396826,18.75,-2.7312187432050443,1,1,1,1,1,0.5,1,0,0,0,0,0
vLGOZvJ_v4Q_000285_000295,Food & Cooking,54,3,2.1,3,0.8999999999999999,0,11.11111111111111,17.354503082057263,33.333333333333336,-6.243391970946153,1,1,0.9,1,1,0.9,1,1,0.3,0,0,0
PAtyBuz9gi8_000058_000068,How-to & Instructional,71,2,1.4,2,0.6000000000000001,0,2.816901408450704,12.440947940947941,25.0,-9.624046532497237,1,1,0.8,1,1,0.4,0,1,0.2,0,0,0
M-LPmN8mEIw_000042_000052,Sports,92,4,2.8,4,1.2000000000000002,0,14.130434782608695,27.200185779133147,41.666666666666664,-13.069750996524451,1,1,0.9,1,1,0.9,1,1,0.4,1,1,0.6
-AvjZ4eRgRM_000049_000059,Sports,63,3,1.3,4,1.7,-1,7.936507936507937,9.124060150375941,28.571428571428573,-1.1875522138680044,1,1,0.7,1,1,0.3,1,1,0.2,0,1,0.1
eObAwBg6WMs_000010_000020,Food & Cooking,68,4,1.9,3,2.1,1,8.823529411764707,15.215728715728716,27.272727272727273,-6.392199303964009,1,1,0.8,1,1,0.4,1,1,0.6,1,1,0.1
_BDsmeWJIyg_001170_001180,Pets & Animals,46,1,1,1,0,0,8.695652173913043,14.271029091681266,20.0,-5.575376917768223,1,1,1,0,0,0,0,0,0,0,0,0
wywuio4R1LY_000053_000063,How-to & Instructional,49,3,1.8,2,1.2,1,14.285714285714286,11.867424242424242,20.0,2.4182900432900443,1,1,0.9,1,1,0.7,1,1,0.1,0,1,0.1
lbTlB0ufRR4_000005_000015,Health & Wellness,50,4,2.1,3,1.9,1,10.0,19.401943644590705,36.36363636363637,-9.401943644590705,1,1,0.9,1,1,0.8,1,1,0.3,1,1,0.1
aGPn6fXtWNs_000045_000055,How-to & Instructional,42,2,1,3,1,-1,9.523809523809524,6.838235294117648,20.0,2.685574229691876,1,1,0.7,1,1,0.2,0,1,0.1,0,0,0
h8EwOpCWSIk_000035_000045,News & Politics,65,3,1.7,3,1.3,0,7.6923076923076925,15.015318015318016,40.0,-7.323010323010323,1,1,0.8,1,1,0.4,1,1,0.5,0,0,0
d2ZHi3wnpiM_000038_000048,Music,42,3,1.7,3,1.3,0,7.142857142857143,12.583656539538893,33.333333333333336,-5.44079939668175,1,1,0.9,1,1,0.4,1,1,0.4,0,0,0
98SISSDIh-o_000012_000022,Sports,54,4,1.8,3,2.2,1,7.407407407407407,14.888500388500388,30.0,-7.4810929810929805,1,1,0.7,1,1,0.3,1,1,0.1,1,1,0.7
-8XIMM37xvo_000045_000055,"Education, Seminar & Talks",96,4,1.8,3,2.2,1,11.458333333333334,15.89968364968365,31.25,-4.4413503163503165,1,1,1,1,0,0,1,1,0.4,1,1,0.4
g8e0ona8To0_000016_000026,Sports,58,4,2.8,4,1.2000000000000002,0,20.689655172413794,27.956709956709958,45.45454545454545,-7.267054784296164,1,1,0.7,1,1,1,1,1,0.4,1,1,0.7
-Q2SDb3Vpq8_000017_000027,Sports,66,4,2.9,4,1.1,0,13.636363636363637,25.114801864801866,40.0,-11.478438228438229,1,1,0.7,1,1,0.9,1,1,0.6,1,1,0.7
Grs48iK3Tik_000032_000042,How-to & Instructional,57,2,1.4,3,0.6000000000000001,-1,7.017543859649122,11.083951136582716,21.05263157894737,-4.066407276933593,1,1,1,1,1,0.2,0,0,0,0,1,0.2
BJ_epAjG1gQ_000095_000105,How-to & Instructional,50,3,1.8,3,1.2,0,10.0,17.645687645687644,36.36363636363637,-7.645687645687644,1,1,0.8,1,1,0.6,1,1,0.3,0,1,0.1
rdqV254L06c_000047_000057,Sports,65,4,3,4,1,0,13.846153846153847,24.94580256344962,41.666666666666664,-11.099648717295775,1,1,1,1,1,1,1,1,0.4,1,1,0.6
OQ6TJAO-4-I_000182_000192,How-to & Instructional,71,3,1.7,2,1.3,1,7.042253521126761,13.018497842027255,20.0,-5.976244320900494,1,1,1,1,1,0.6,1,0,0,0,1,0.1
ZJD6z0_9Taw_000000_000010,Entertainment,52,1,2.1,3,-1.1,-2,1.9230769230769231,18.256576756576756,27.272727272727273,-16.333499833499832,0,1,0.6,0,1,0.7,0,1,0.2,1,1,0.6
n4JM2rnImas_000225_000235,How-to & Instructional,48,3,1.5,2,1.5,1,8.333333333333334,12.296869796869798,20.0,-3.963536463536464,1,1,1,1,1,0.5,1,0,0,0,0,0
C-hb3zWILKc_000041_000051,How-to & Instructional,44,3,1.8,3,1.2,0,9.090909090909092,17.912149511994713,27.272727272727273,-8.821240421085621,1,1,0.6,1,1,0.7,1,1,0.2,0,1,0.3
7er9fGVWiPY_000046_000056,Sports,57,3,2.5,4,0.5,-1,7.017543859649122,23.794297489949663,44.44444444444444,-16.77675363030054,1,1,1,1,1,0.6,0,1,0.2,1,1,0.7
UVZhX5N1rKE_000012_000022,How-to & Instructional,46,3,1.6,3,1.4,0,6.521739130434782,11.072979797979798,20.0,-4.551240667545016,1,1,0.7,1,1,0.3,1,1,0.6,0,0,0
2ucd68I5r8k_000033_000043,Event,55,4,3.4,4,0.6000000000000001,0,16.363636363636363,39.641858141858144,57.142857142857146,-23.27822177822178,1,1,1,1,1,1,1,1,0.5,1,1,0.9
vARwTQvd1_g_000066_000076,Sports,80,4,2.6,4,1.4,0,20.0,24.137254901960784,40.0,-4.137254901960784,1,1,0.9,1,1,1,1,1,0.2,1,1,0.5
bM23dkrxZNM_000023_000033,People & Vlogs,63,4,2.7,4,1.2999999999999998,0,9.523809523809524,20.8519413163376,38.888888888888886,-11.328131792528078,1,1,0.8,1,1,0.7,1,1,0.4,1,1,0.8
zfBWtZ7phDc_000002_000012,Entertainment,35,3,2.4,4,0.6000000000000001,-1,20.0,25.986004191886543,54.54545454545455,-5.986004191886543,1,1,0.9,1,1,0.8,1,1,0.6,0,1,0.1
Fx3vWgjENJg_000055_000065,Sports,66,4,2.4,3,1.6,1,12.121212121212121,21.88663967611336,38.46153846153846,-9.76542755490124,1,1,0.9,1,1,0.3,1,1,0.4,1,1,0.8
dIShYkSZzuA_000023_000033,How-to & Instructional,60,4,1.7,3,2.3,1,13.333333333333334,10.927830940988835,20.0,2.4055023923444985,1,1,0.9,1,1,0.4,1,1,0.4,1,0,0
w6foWnwvreY_000160_000170,How-to & Instructional,80,4,2.4,3,1.6,1,15.0,33.19567932067932,87.5,-18.195679320679318,1,1,1,1,1,1,1,1,0.1,1,1,0.3
q2ZBVyR1k-U_000021_000031,Pets & Animals,55,4,2.4,3,1.6,1,14.545454545454545,18.672996121525532,25.0,-4.127541576070987,1,1,0.9,1,1,1,1,1,0.3,1,1,0.2
3DLhvA1kGOs_000000_000010,How-to & Instructional,64,2,1.4,3,0.6000000000000001,-1,6.25,10.98542846042846,20.0,-4.73542846042846,1,1,0.9,0,1,0.1,1,1,0.4,0,0,0
av6Tos5Gm3M_000000_000010,People & Vlogs,59,3,1.7,3,1.3,0,10.169491525423728,16.27641231317702,45.45454545454545,-6.106920787753291,1,1,0.8,1,1,0.6,1,1,0.2,0,1,0.1
TtZNidgf-Fo_000141_000151,How-to & Instructional,49,3,2.3,4,0.7000000000000002,-1,12.244897959183673,18.23030564207035,33.333333333333336,-5.985407682886676,1,1,0.9,1,1,0.9,1,1,0.4,0,1,0.1
OGWuj_FtaQc_000010_000020,Pets & Animals,53,3,2.4,3,0.6000000000000001,0,15.09433962264151,23.366716616716616,38.46153846153846,-8.272376994075106,1,1,0.8,1,1,0.8,1,1,0.8,0,0,0
TCPgoERojJk_000138_000148,How-to & Instructional,59,2,1.2,2,0.8,0,3.389830508474576,11.944305694305696,25.0,-8.55447518583112,0,1,0.9,1,1,0.2,1,0,0,0,1,0.1
v_wf9fvPWtA_000001_000011,How-to & Instructional,54,3,1.7,2,1.3,1,7.407407407407407,14.061761338077128,25.0,-6.65435393066972,1,1,1,1,1,0.3,1,1,0.4,0,0,0
b0CmAox4n6w_000026_000036,Pets & Animals,59,3,1.9,3,1.1,0,11.864406779661017,17.74545307633543,27.272727272727273,-5.881046296674413,1,1,0.8,1,1,0.9,1,0,0,0,1,0.2
JA_4LfwMkbk_000021_000031,Health & Wellness,78,3,1.8,2,1.2,1,12.820512820512821,16.274142524142526,25.0,-3.453629703629705,1,1,0.8,1,1,1,1,0,0,0,0,0
q1tLfPCE8rE_000062_000072,Entertainment,48,4,2.7,3,1.2999999999999998,1,16.666666666666668,30.266412637929665,54.54545454545455,-13.599745971262998,1,1,0.9,1,1,0.9,1,0,0,1,1,0.9
nYjr1xNXrDc_000009_000019,"Education, Seminar & Talks",66,3,1.8,3,1.2,0,10.606060606060606,15.64185156948315,23.076923076923077,-5.035790963422544,1,1,0.9,1,1,0.3,1,1,0.4,0,1,0.2
Wir2t6hUl28_000085_000095,Entertainment,32,2,1,2,1,0,6.25,8.765734265734267,18.181818181818183,-2.5157342657342667,1,1,0.9,0,0,0,1,1,0.1,0,0,0
TWOQW1--tNg_000003_000013,Sports,54,2,1.5,2,0.5,0,3.7037037037037037,10.009803921568627,16.666666666666668,-6.306100217864923,1,1,1,0,1,0.1,1,1,0.4,0,0,0
_6zNT89Y4QA_000000_000010,Health & Wellness,66,2,2,3,0,-1,9.090909090909092,16.705774617539323,30.0,-7.614865526630231,1,1,1,1,1,0.9,0,0,0,0,1,0.1
FB5hsAibAaY_000009_000019,Entertainment,63,2,1.2,2,0.8,0,3.1746031746031744,9.047619047619047,16.666666666666668,-5.8730158730158735,1,1,0.3,1,1,0.2,0,1,0.5,0,1,0.2
TIHEMbcCeNE_000009_000019,Music,34,2,2.1,3,-0.10000000000000009,-1,8.823529411764707,17.277748395395456,38.46153846153846,-8.45421898363075,0,1,0.8,1,1,1,0,1,0.1,1,1,0.2
hOirknJr3os_000001_000011,Travel,56,4,2.6,4,1.4,0,14.285714285714286,24.893550893550895,50.0,-10.607836607836608,1,1,0.8,1,1,0.9,1,1,0.5,1,1,0.4
ZdgJLEHavz8_000000_000010,Music,59,3,2.3,3,0.7000000000000002,0,6.779661016949152,17.391955266955268,27.272727272727273,-10.612294250006116,1,1,0.9,1,1,0.9,1,1,0.4,0,1,0.1
LMbSh9Ye_Ww_000000_000010,Event,67,4,2.1,4,1.9,0,8.955223880597014,20.537129537129537,33.333333333333336,-11.581905656532523,1,1,0.9,1,1,0.3,1,1,0.3,1,1,0.6
DABevBDJ_NE_000021_000031,Entertainment,59,4,3.1,4,0.8999999999999999,0,20.338983050847457,25.783759403373907,38.46153846153846,-5.44477635252645,1,1,0.6,1,1,0.8,1,1,0.9,1,1,0.8
NprSsZpsKz0_000038_000048,Music,56,3,1.8,3,1.2,0,7.142857142857143,16.83100233100233,30.0,-9.688145188145189,1,1,0.7,1,1,0.9,1,1,0.2,0,0,0
r1--yAaM-_s_000032_000042,Entertainment,58,3,2.7,4,0.2999999999999998,-1,13.793103448275861,21.885244385244384,36.36363636363637,-8.092140936968523,1,1,1,1,1,0.8,1,1,0.1,0,1,0.8
R2Md8aSerrg_000000_000010,Health & Wellness,46,3,1.3,2,1.7,1,8.695652173913043,13.702797202797203,25.0,-5.00714502888416,1,1,0.7,1,1,0.5,1,1,0.1,0,0,0
sl7ewGVuw3c_000110_000120,News & Politics,85,4,1.1,2,2.9,2,9.411764705882353,9.363624937154349,20.0,0.04813976872800474,1,1,0.4,1,1,0.4,1,1,0.3,1,0,0
W7ELd8QctHo_000219_000229,Food & Cooking,49,3,1.5,3,1.5,0,10.204081632653061,10.606419724066784,17.647058823529413,-0.4023380914137231,1,1,1,0,1,0.4,1,1,0.1,1,0,0
8F6HYFVxtzY_000076_000086,Sports,57,4,2.8,4,1.2000000000000002,0,12.280701754385966,23.276184599714014,33.333333333333336,-10.995482845328048,1,1,0.7,1,1,0.9,1,1,0.4,1,1,0.8
77jqJFKtp50_000000_000010,Health & Wellness,57,3,2.3,3,0.7000000000000002,0,5.2631578947368425,20.304945753458338,31.57894736842105,-15.041787858721495,1,1,1,1,1,1,1,1,0.3,0,0,0
lF84xIuQ5Uk_000137_000147,How-to & Instructional,74,3,1.5,3,1.5,0,5.405405405405405,9.860421441303794,21.428571428571427,-4.455016035898389,1,1,1,1,1,0.3,1,1,0.2,0,0,0
K938ohitkWo_000118_000128,Health & Wellness,55,3,2.2,3,0.7999999999999998,0,12.727272727272727,21.67036586601804,30.76923076923077,-8.943093138745315,1,1,1,1,1,0.7,1,1,0.5,0,0,0
M3-oz_R_xsk_000019_000029,Health & Wellness,65,3,1.7,3,1.3,0,9.23076923076923,13.673160173160174,28.571428571428573,-4.442390942390944,1,1,1,1,1,0.4,1,1,0.3,0,0,0
2HuIt-qcXFI_000016_000026,Entertainment,55,3,2.1,3,0.8999999999999999,0,7.2727272727272725,20.460858585858585,36.36363636363637,-13.188131313131311,1,1,0.2,1,1,0.9,0,0,0,1,1,1
o-ctR6-CsCI_000078_000088,Entertainment,65,4,1.9,3,2.1,1,9.23076923076923,19.697769550710728,29.41176470588235,-10.467000319941498,1,1,0.6,1,1,0.9,1,1,0.1,1,1,0.3
Ja2OkjxSdx0_000000_000010,Sports,52,3,1.3,2,1.7,1,5.769230769230769,10.961038961038962,20.0,-5.191808191808193,1,1,0.8,1,1,0.3,1,1,0.1,0,1,0.1
OzFRhoqFAwA_000026_000036,Health & Wellness,60,3,1.8,3,1.2,0,13.333333333333334,15.256371363788244,25.0,-1.9230380304549097,1,1,0.9,1,1,0.8,1,1,0.1,0,0,0
3BpiVYdTRfM_000272_000282,How-to & Instructional,44,3,1.5,3,1.5,0,9.090909090909092,13.222943722943723,33.333333333333336,-4.132034632034632,1,1,0.8,1,1,0.4,1,1,0.2,0,1,0.1
1NFmcmlThdc_000000_000010,People & Vlogs,53,3,1.8,3,1.2,0,9.433962264150944,18.15223012281836,25.0,-8.718267858667415,1,1,1,1,1,0.7,0,0,0,1,1,0.1
yOLcO75Mc98_000026_000036,Food & Cooking,70,3,1.3,3,1.7,0,11.428571428571429,10.248832866479926,27.272727272727273,1.1797385620915026,1,1,0.9,1,1,0.3,1,1,0.1,0,0,0
WbaWjMZMLBA_000000_000010,Health & Wellness,46,3,1.5,2,1.5,1,17.391304347826086,13.691704494336074,21.05263157894737,3.699599853490012,1,1,0.8,1,1,0.5,1,1,0.2,0,0,0
-HXAOzp4Qjs_000027_000037,Health & Wellness,56,2,1.7,2,0.30000000000000004,0,5.357142857142857,13.445385883466379,23.076923076923077,-8.088243026323521,1,1,1,1,1,0.5,0,1,0.2,0,0,0
PtyG0m2rAfA_000040_000050,Food & Cooking,53,3,1.1,3,1.9,0,11.320754716981131,7.883724892238824,21.05263157894737,3.4370298247423072,1,1,0.6,1,1,0.3,1,1,0.2,0,0,0
r9JyAaVXJ3o_000001_000011,Sports,62,3,1.6,3,1.4,0,11.290322580645162,12.37246963562753,25.0,-1.082147054982368,1,1,0.6,1,1,0.5,1,1,0.4,0,1,0.1
B4kPSDyUj3c_000020_000030,Entertainment,48,4,2.8,4,1.2000000000000002,0,16.666666666666668,22.9038681906329,36.36363636363637,-6.237201523966231,1,1,0.7,1,1,0.9,1,1,0.7,1,1,0.5
aPYruADNAxM_000000_000010,People & Vlogs,49,3,2,3,1,0,10.204081632653061,17.355462519936204,26.666666666666668,-7.151380887283143,1,1,1,1,1,0.7,1,1,0.3,0,0,0
wN7tEoANnqI_000019_000029,Entertainment,56,4,2.9,4,1.1,0,16.071428571428573,24.05128205128205,50.0,-7.979853479853478,1,1,0.9,1,1,1,1,1,0.4,1,1,0.6
5L_fSkr82RY_000001_000011,Sports,46,3,1.7,4,1.3,-1,10.869565217391305,15.8133846829499,38.888888888888886,-4.943819465558596,1,1,0.8,1,1,0.4,1,1,0.4,0,1,0.1
6FSrRinEYTI_000000_000010,How-to & Instructional,41,2,2,3,0,-1,9.75609756097561,15.831938658177048,30.0,-6.0758410972014385,1,1,1,0,1,0.6,1,1,0.3,0,1,0.1
F76fbXHArlY_000002_000012,How-to & Instructional,65,3,1.1,2,1.9,1,13.846153846153847,13.686480186480187,27.272727272727273,0.15967365967365943,1,1,0.8,1,1,0.3,1,0,0,0,0,0
FFbCs09wcLI_000038_000048,Music,70,3,2.3,3,0.7000000000000002,0,12.857142857142858,23.042770954535662,33.333333333333336,-10.185628097392804,1,1,0.9,1,1,1,1,1,0.4,0,0,0
ZoR2HfBhc1o_000110_000120,Entertainment,46,3,1.9,3,1.1,0,13.043478260869565,17.82594856124268,36.36363636363637,-4.782470300373115,1,1,0.7,1,1,0.5,1,1,0.5,0,1,0.2
XF29Mwf7Yys_000041_000051,Food & Cooking,60,3,2.1,3,0.8999999999999999,0,8.333333333333334,14.689489432136492,18.75,-6.356156098803158,1,1,1,1,1,1,1,1,0.1,0,0,0
MEYd-ICt6sM_000000_000010,Entertainment,67,4,2.3,3,1.7000000000000002,1,10.447761194029852,23.498778998779,46.15384615384615,-13.051017804749147,1,1,0.9,1,1,0.9,1,1,0.5,1,0,0
avmJEEG6EQA_000039_000049,How-to & Instructional,53,3,1.8,3,1.2,0,15.09433962264151,13.600897038977534,25.0,1.4934425836639758,1,1,0.9,1,1,0.7,1,1,0.2,0,0,0
621NmxulM8A_000000_000010,Sports,67,3,2.2,3,0.7999999999999998,0,8.955223880597014,21.384353778316626,40.0,-12.429129897719612,1,1,0.8,1,1,0.4,1,1,1,0,0,0
VFYCU8FDRTM_000000_000010,Entertainment,36,3,1.6,3,1.4,0,11.11111111111111,11.065702271584625,23.076923076923077,0.04540883952648578,1,1,0.8,1,1,0.7,1,1,0.1,0,0,0
hFSrHo0BbXA_000018_000028,Health & Wellness,34,3,1.9,3,1.1,0,8.823529411764707,14.837068160597573,28.571428571428573,-6.013538748832866,1,1,1,1,1,0.5,0,1,0.2,1,1,0.2
kjEIIxlIS3w_000013_000023,People & Vlogs,59,3,2.1,3,0.8999999999999999,0,13.559322033898304,13.385567047331753,20.0,0.17375498656655175,1,1,1,1,1,0.9,1,1,0.1,0,1,0.1
1J9Ru1qtzk8_000273_000283,Sports,65,4,1.6,2,2.4,2,9.23076923076923,14.370988488635549,33.333333333333336,-5.140219257866319,1,1,0.7,1,1,0.5,1,1,0.2,1,1,0.2
b-Mlm0h-dzw_000205_000215,How-to & Instructional,86,4,2.4,3,1.6,1,10.465116279069768,17.547577422577422,25.0,-7.082461143507654,1,1,1,1,1,0.7,1,1,0.7,1,0,0
SvqiQgmirCI_000047_000057,How-to & Instructional,58,2,1.4,2,0.6000000000000001,0,5.172413793103448,11.041198567514357,20.0,-5.8687847744109085,0,1,0.9,1,1,0.5,1,0,0,0,0,0
9MJqtz5yLn0_000029_000039,Event,49,3,2,3,1,0,10.204081632653061,19.978195291494526,33.333333333333336,-9.774113658841465,1,1,0.9,1,1,0.7,1,1,0.4,0,0,0
o-MhYRW1Stk_000002_000012,Food & Cooking,60,3,2.1,3,0.8999999999999999,0,11.666666666666666,23.901216430628196,30.0,-12.23454976396153,1,1,1,1,1,0.2,0,0,0,1,1,0.9
wDrBUlSReb4_000019_000029,Entertainment,47,4,2.1,3,1.9,1,14.893617021276595,20.40106951871658,40.0,-5.507452497439983,1,1,0.9,1,1,0.4,1,1,0.4,1,1,0.4
UTpl0VRiYs0_000052_000062,Music,47,3,2.3,4,0.7000000000000002,-1,12.76595744680851,20.43945828224315,26.666666666666668,-7.673500835434641,0,1,0.3,1,1,0.9,1,1,0.3,1,1,0.8
tiZHL_tCpEg_000061_000071,Food & Cooking,39,3,1.6,3,1.4,0,12.820512820512821,12.332833832833833,21.428571428571427,0.4876789876789882,1,1,0.9,1,1,0.4,1,1,0.3,0,0,0
CMfyvou9Z_0_000000_000010,Sports,59,3,2.2,3,0.7999999999999998,0,10.169491525423728,16.970990394045316,33.333333333333336,-6.801498868621588,1,1,0.8,1,1,0.6,1,1,0.7,0,1,0.1
HaonWRhyOps_000051_000061,Music,46,4,1.9,3,2.1,1,13.043478260869565,16.424351791998852,25.0,-3.3808735311292875,1,1,0.7,1,1,0.6,1,1,0.2,1,1,0.4
189m-tUz_4k_000023_000033,News & Politics,93,2,1.5,3,0.5,-1,4.301075268817204,9.617424242424242,20.833333333333332,-5.316348973607038,0,1,0.5,1,1,0.4,1,1,0.4,0,1,0.2
jPSeYsD2MTY_000372_000382,How-to & Instructional,43,2,1.8,3,0.19999999999999996,-1,9.30232558139535,13.22084713532082,23.076923076923077,-3.918521553925471,1,1,0.9,1,1,0.4,0,1,0.4,0,1,0.1
JagAl5OxAyk_000000_000010,Entertainment,54,3,2.8,3,0.20000000000000018,0,14.814814814814815,29.594516594516595,42.857142857142854,-14.77970177970178,1,1,1,1,1,0.7,0,1,0.1,1,1,1
cuRpebukhx8_000097_000107,Pets & Animals,34,4,1.4,3,2.6,1,17.647058823529413,11.837662337662337,25.0,5.809396485867076,1,1,0.3,1,1,0.1,1,1,0.5,1,1,0.5
-dq4NxThlyg_000008_000018,Event,75,4,2.2,3,1.7999999999999998,1,13.333333333333334,24.18037518037518,44.44444444444444,-10.847041847041845,1,1,0.8,1,1,0.8,1,0,0,1,1,0.6
EeaJD7UzSkk_000000_000010,Health & Wellness,36,2,1.8,3,0.19999999999999996,-1,8.333333333333334,14.825983227299016,25.0,-6.492649893965682,1,1,0.8,1,1,0.9,0,1,0.1,0,0,0
1htTlPmH90c_000007_000017,People & Vlogs,55,2,1.5,2,0.5,0,10.909090909090908,15.61662022188338,25.641025641025642,-4.707529312792472,1,1,1,1,1,0.3,0,1,0.1,0,1,0.1
7MZhQApcQlw_000001_000011,Sports,57,3,2.1,3,0.8999999999999999,0,8.771929824561404,17.508888170652877,30.76923076923077,-8.736958346091473,0,1,0.5,1,1,1,1,1,0.2,1,1,0.4
NMIAhI8oF9s_000001_000011,Pets & Animals,44,3,2.9,3,0.10000000000000009,0,20.454545454545453,24.913308440785222,41.666666666666664,-4.458762986239769,1,1,1,1,1,1,1,1,0.9,0,0,0
s8QiIG1vmUA_000050_000060,People & Vlogs,46,4,2.1,3,1.9,1,23.91304347826087,23.965017825311943,40.0,-0.051974347051071845,1,1,0.9,1,1,0.7,1,1,0.3,1,1,0.2
jcKE31Cbxjs_000439_000449,Entertainment,55,2,1.6,2,0.3999999999999999,0,9.090909090909092,15.146740514387574,28.571428571428573,-6.055831423478482,1,1,0.9,1,1,0.5,0,1,0.2,0,0,0
Ou447B95NpA_000001_000011,Entertainment,65,3,2.4,4,0.6000000000000001,-1,6.153846153846154,17.373565160329868,31.25,-11.219719006483714,1,1,1,1,1,0.7,1,1,0.6,0,1,0.1
Zeomhfd7amQ_000000_000010,Entertainment,36,3,1.9,3,1.1,0,11.11111111111111,16.659791189202956,30.0,-5.548680078091845,1,1,0.9,1,1,0.9,1,1,0.1,0,0,0
BCMKtBT0FeQ_000039_000049,Entertainment,55,3,1.8,3,1.2,0,12.727272727272727,11.578103011539545,21.05263157894737,1.1491697157331817,1,1,0.9,1,1,0.4,1,1,0.3,0,1,0.2
qIWQHyOIpEY_000003_000013,Pets & Animals,52,2,1.6,3,0.3999999999999999,-1,7.6923076923076925,14.497580850522027,27.272727272727273,-6.805273158214335,0,1,0.3,0,1,0.1,1,1,0.4,1,1,0.8
1vnr8-bq9io_000002_000012,People & Vlogs,59,3,1.7,2,1.3,1,11.864406779661017,17.54813315339631,31.57894736842105,-5.683726373735293,1,1,0.7,1,1,0.8,1,1,0.2,0,0,0
c1uV8pqvMmw_000046_000056,How-to & Instructional,79,3,1.5,3,1.5,0,10.126582278481013,11.10356207260232,21.428571428571427,-0.9769797941213074,1,1,0.8,1,1,0.5,1,1,0.1,0,1,0.1
rfM1NFHgTaY_000338_000348,How-to & Instructional,49,4,2.1,3,1.9,1,16.3265306122449,15.810160427807487,27.272727272727273,0.5163701844374113,1,1,0.9,1,1,0.9,1,1,0.2,1,1,0.1
_K9dxLwuR1w_000002_000012,How-to & Instructional,49,2,2.1,3,-0.10000000000000009,-1,4.081632653061225,13.130718954248366,27.272727272727273,-9.049086301187142,1,1,0.8,0,1,0.5,1,1,0.6,0,1,0.2
M3DbQivl5io_000000_000010,Entertainment,46,4,2.7,4,1.2999999999999998,0,17.391304347826086,31.00385489123879,54.54545454545455,-13.612550543412706,1,1,0.7,1,1,1,1,1,0.4,1,1,0.6
_SUeogHI5rg_000043_000053,How-to & Instructional,54,2,1.1,2,0.8999999999999999,0,3.7037037037037037,7.873902842943091,18.181818181818183,-4.1701991392393865,1,1,0.6,1,1,0.4,0,1,0.1,0,0,0
DN3r9VyAaRs_000013_000023,Food & Cooking,50,3,1.3,3,1.7,0,12.0,12.656787656787657,50.0,-0.6567876567876567,1,1,0.9,1,1,0.2,1,1,0.2,0,0,0
