clip_idx,window_idx,tier,gt,frame_clip_mean,frame_clip_max,need_score,recommendation
18,2,tier0_cross,0,0.09605901688337326,0.12018096446990967,0.47370538694954023,extended_or_integrated_ad
18,3,tier3_va11y,3,0.17910391092300415,0.17910391092300415,0.7036559923887971,extended_or_integrated_ad
18,3,tier2_vatex_long,2,0.18224403262138367,0.18224403262138367,0.7036559923887971,extended_or_integrated_ad
18,3,tier1_vatex_short,1,0.1819990873336792,0.1819990873336792,0.7036559923887971,extended_or_integrated_ad
18,3,tier0_cross,0,0.0966874361038208,0.0966874361038208,0.7036559923887971,extended_or_integrated_ad
19,0,tier3_va11y,3,0.2379296471675237,0.24816539883613586,0.5766175841764636,extended_or_integrated_ad
19,0,tier2_vatex_long,2,0.23319555322329202,0.23896974325180054,0.5766175841764636,extended_or_integrated_ad
19,0,tier1_vatex_short,1,0.21818324426809946,0.2237602174282074,0.5766175841764636,extended_or_integrated_ad
19,0,tier0_cross,0,0.07125898202260335,0.07540386915206909,0.5766175841764636,extended_or_integrated_ad
19,1,tier3_va11y,3,0.25184444586435956,0.25421589612960815,0.484462384402469,standard_ad_slot
19,1,tier2_vatex_long,2,0.24452131489912668,0.24831348657608032,0.484462384402469,standard_ad_slot
19,1,tier1_vatex_short,1,0.2259178857008616,0.22851023077964783,0.484462384402469,standard_ad_slot
19,1,tier0_cross,0,0.06704654792944591,0.07165604829788208,0.484462384402469,standard_ad_slot
19,2,tier3_va11y,3,0.250797301530838,0.26228877902030945,0.44276577040226794,extended_or_integrated_ad
19,2,tier2_vatex_long,2,0.244455948472023,0.2542910873889923,0.44276577040226794,extended_or_integrated_ad
19,2,tier1_vatex_short,1,0.22667173544565836,0.23210003972053528,0.44276577040226794,extended_or_integrated_ad
19,2,tier0_cross,0,0.06663394222656886,0.07035388052463531,0.44276577040226794,extended_or_integrated_ad
19,3,tier3_va11y,3,0.24653017024199167,0.24983534216880798,0.3378783645342055,low_ad_need
19,3,tier2_vatex_long,2,0.24135305980841318,0.24404405057430267,0.3378783645342055,low_ad_need
19,3,tier1_vatex_short,1,0.22584091623624167,0.22711507976055145,0.3378783645342055,low_ad_need
19,3,tier0_cross,0,0.06508929282426834,0.06796803325414658,0.3378783645342055,low_ad_need
19,4,tier3_va11y,3,0.24082183837890625,0.24082183837890625,0.27685450279087725,low_ad_need
19,4,tier2_vatex_long,2,0.24064376950263977,0.24064376950263977,0.27685450279087725,low_ad_need
19,4,tier1_vatex_short,1,0.22133931517601013,0.22133931517601013,0.27685450279087725,low_ad_need
19,4,tier0_cross,0,0.06707662343978882,0.06707662343978882,0.27685450279087725,low_ad_need
